"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 27 05:18:21 GMT 2024","Mon May 27 05:18:32 GMT 2024","11048","","Test the Lots section","","","","The user login into the Fulfilld Web App",""
